exp_a,exp_b,stimulus,expertise_a,expertise_b,score,source_file
48,43,vehicle,high,low,0.7983737843539273,Java_high_Java_low_results.csv
26,126,vehicle,high,low,0.7930130847133533,Java_high_Java_low_results.csv
26,139,vehicle,high,low,0.7926597497019335,Java_high_Java_low_results.csv
68,21,vehicle,high,low,0.8118591425668142,Java_high_Java_low_results.csv
1,65,vehicle,high,low,0.844027162619701,Java_high_Java_low_results.csv
26,124,vehicle,high,low,0.7943803953548054,Java_high_Java_low_results.csv
48,170,vehicle,high,low,0.8001539312437695,Java_high_Java_low_results.csv
68,13,vehicle,high,low,0.8374264816510274,Java_high_Java_low_results.csv
68,44,vehicle,high,low,0.7770852248067672,Java_high_Java_low_results.csv
1,94,vehicle,high,low,0.8374095324637344,Java_high_Java_low_results.csv
48,164,vehicle,high,low,0.7497021848480224,Java_high_Java_low_results.csv
68,10,vehicle,high,low,0.7761707373975775,Java_high_Java_low_results.csv
1,44,vehicle,high,low,0.8184419222198216,Java_high_Java_low_results.csv
68,56,vehicle,high,low,0.7883738090553243,Java_high_Java_low_results.csv
48,79,vehicle,high,low,0.7136742744225734,Java_high_Java_low_results.csv
1,99,vehicle,high,low,0.8143215505999911,Java_high_Java_low_results.csv
68,60,vehicle,high,low,0.7809138219075142,Java_high_Java_low_results.csv
1,34,vehicle,high,low,0.8445332797765168,Java_high_Java_low_results.csv
48,200,vehicle,high,low,0.8028859060696781,Java_high_Java_low_results.csv
48,140,vehicle,high,low,0.7488420376090723,Java_high_Java_low_results.csv
1,101,vehicle,high,low,0.8957390174497205,Java_high_Java_low_results.csv
48,78,vehicle,high,low,0.7647805865211181,Java_high_Java_low_results.csv
68,63,vehicle,high,low,0.7943263641089156,Java_high_Java_low_results.csv
1,140,vehicle,high,low,0.8213377127595126,Java_high_Java_low_results.csv
1,124,vehicle,high,low,0.8292227651043873,Java_high_Java_low_results.csv
48,139,vehicle,high,low,0.7419849571206991,Java_high_Java_low_results.csv
1,104,vehicle,high,low,0.8298857112975921,Java_high_Java_low_results.csv
48,77,vehicle,high,low,0.7949884394210929,Java_high_Java_low_results.csv
26,77,vehicle,high,low,0.7970121789631217,Java_high_Java_low_results.csv
68,64,vehicle,high,low,0.8454802347254702,Java_high_Java_low_results.csv
1,27,vehicle,high,low,0.8551718010801878,Java_high_Java_low_results.csv
26,132,vehicle,high,low,0.8497700189876378,Java_high_Java_low_results.csv
48,183,vehicle,high,low,0.7501720423904304,Java_high_Java_low_results.csv
26,180,vehicle,high,low,0.7518508432132947,Java_high_Java_low_results.csv
48,74,vehicle,high,low,0.7819898349763454,Java_high_Java_low_results.csv
26,78,vehicle,high,low,0.7731247782525877,Java_high_Java_low_results.csv
68,65,vehicle,high,low,0.8392421626717049,Java_high_Java_low_results.csv
26,34,vehicle,high,low,0.7951413035876704,Java_high_Java_low_results.csv
48,182,vehicle,high,low,0.8091050163506096,Java_high_Java_low_results.csv
48,132,vehicle,high,low,0.813205827754161,Java_high_Java_low_results.csv
26,79,vehicle,high,low,0.7599929360678322,Java_high_Java_low_results.csv
26,183,vehicle,high,low,0.7722313655704023,Java_high_Java_low_results.csv
48,180,vehicle,high,low,0.7709356107468623,Java_high_Java_low_results.csv
48,128,vehicle,high,low,0.8203927458188891,Java_high_Java_low_results.csv
26,94,vehicle,high,low,0.7922956184606239,Java_high_Java_low_results.csv
48,126,vehicle,high,low,0.7813276195592985,Java_high_Java_low_results.csv
48,65,vehicle,high,low,0.8461319837038631,Java_high_Java_low_results.csv
26,128,vehicle,high,low,0.8347649735533502,Java_high_Java_low_results.csv
26,99,vehicle,high,low,0.7888766873847112,Java_high_Java_low_results.csv
68,74,vehicle,high,low,0.7533725473843653,Java_high_Java_low_results.csv
68,101,vehicle,high,low,0.8799401957449374,Java_high_Java_low_results.csv
48,124,vehicle,high,low,0.7654484186136025,Java_high_Java_low_results.csv
48,64,vehicle,high,low,0.8379907473633201,Java_high_Java_low_results.csv
26,101,vehicle,high,low,0.8855323802362491,Java_high_Java_low_results.csv
68,77,vehicle,high,low,0.8035611939230896,Java_high_Java_low_results.csv
1,126,vehicle,high,low,0.8493703993732235,Java_high_Java_low_results.csv
48,114,vehicle,high,low,0.7654723841460427,Java_high_Java_low_results.csv
1,35,vehicle,high,low,0.8619677201369578,Java_high_Java_low_results.csv
68,99,vehicle,high,low,0.7845826684658709,Java_high_Java_low_results.csv
48,179,vehicle,high,low,0.7487432514256787,Java_high_Java_low_results.csv
48,63,vehicle,high,low,0.8034535999651383,Java_high_Java_low_results.csv
26,104,vehicle,high,low,0.8607046837743523,Java_high_Java_low_results.csv
68,78,vehicle,high,low,0.7159160638775519,Java_high_Java_low_results.csv
1,63,vehicle,high,low,0.7869187127973436,Java_high_Java_low_results.csv
1,128,vehicle,high,low,0.8675372001792021,Java_high_Java_low_results.csv
48,60,vehicle,high,low,0.7661016789592865,Java_high_Java_low_results.csv
1,164,vehicle,high,low,0.8615565732867673,Java_high_Java_low_results.csv
68,94,vehicle,high,low,0.7842995635376705,Java_high_Java_low_results.csv
68,79,vehicle,high,low,0.7662611088060415,Java_high_Java_low_results.csv
1,132,vehicle,high,low,0.8407568836615104,Java_high_Java_low_results.csv
26,114,vehicle,high,low,0.7798314670856082,Java_high_Java_low_results.csv
48,56,vehicle,high,low,0.7659115495937374,Java_high_Java_low_results.csv
48,104,vehicle,high,low,0.8370699949268947,Java_high_Java_low_results.csv
68,114,vehicle,high,low,0.7389293729381672,Java_high_Java_low_results.csv
68,139,vehicle,high,low,0.7250550433104928,Java_high_Java_low_results.csv
68,104,vehicle,high,low,0.8391632128702797,Java_high_Java_low_results.csv
68,140,vehicle,high,low,0.7342807560934372,Java_high_Java_low_results.csv
69,27,vehicle,high,low,0.908986338960155,Java_high_Java_low_results.csv
68,200,vehicle,high,low,0.7905542319050959,Java_high_Java_low_results.csv
68,176,vehicle,high,low,0.8057655147187158,Java_high_Java_low_results.csv
68,180,vehicle,high,low,0.7741550276381814,Java_high_Java_low_results.csv
68,182,vehicle,high,low,0.8138491067412418,Java_high_Java_low_results.csv
69,29,vehicle,high,low,0.8261246580051257,Java_high_Java_low_results.csv
69,34,vehicle,high,low,0.7708859914344804,Java_high_Java_low_results.csv
68,164,vehicle,high,low,0.7576732477523701,Java_high_Java_low_results.csv
69,31,vehicle,high,low,0.766087046844386,Java_high_Java_low_results.csv
69,35,vehicle,high,low,0.7370246626015502,Java_high_Java_low_results.csv
69,37,vehicle,high,low,0.7916239813750526,Java_high_Java_low_results.csv
69,41,vehicle,high,low,0.7502906503646732,Java_high_Java_low_results.csv
68,172,vehicle,high,low,0.7972682522007094,Java_high_Java_low_results.csv
69,43,vehicle,high,low,0.7796775410982724,Java_high_Java_low_results.csv
69,44,vehicle,high,low,0.7728541519519525,Java_high_Java_low_results.csv
69,65,vehicle,high,low,0.898015870735768,Java_high_Java_low_results.csv
69,60,vehicle,high,low,0.7632617354429131,Java_high_Java_low_results.csv
69,74,vehicle,high,low,0.8192277161258864,Java_high_Java_low_results.csv
69,10,vehicle,high,low,0.8393399626572595,Java_high_Java_low_results.csv
69,63,vehicle,high,low,0.797485249435254,Java_high_Java_low_results.csv
69,78,vehicle,high,low,0.8203165046775863,Java_high_Java_low_results.csv
68,124,vehicle,high,low,0.7836356248284814,Java_high_Java_low_results.csv
69,56,vehicle,high,low,0.773512603250264,Java_high_Java_low_results.csv
68,179,vehicle,high,low,0.8059442551776655,Java_high_Java_low_results.csv
68,183,vehicle,high,low,0.7606580865745216,Java_high_Java_low_results.csv
68,132,vehicle,high,low,0.8065107107276657,Java_high_Java_low_results.csv
68,126,vehicle,high,low,0.7990978442816516,Java_high_Java_low_results.csv
69,94,vehicle,high,low,0.7969712973209485,Java_high_Java_low_results.csv
69,114,vehicle,high,low,0.8343465009892794,Java_high_Java_low_results.csv
68,128,vehicle,high,low,0.8226282214148308,Java_high_Java_low_results.csv
68,170,vehicle,high,low,0.7596849812017803,Java_high_Java_low_results.csv
69,21,vehicle,high,low,0.7470380629825715,Java_high_Java_low_results.csv
69,139,vehicle,high,low,0.7664733855445384,Java_high_Java_low_results.csv
69,164,vehicle,high,low,0.8374797814141879,Java_high_Java_low_results.csv
69,64,vehicle,high,low,0.8022900904668712,Java_high_Java_low_results.csv
69,180,vehicle,high,low,0.7733161236015175,Java_high_Java_low_results.csv
69,79,vehicle,high,low,0.7301045810222265,Java_high_Java_low_results.csv
80,10,vehicle,high,low,0.8558572246543599,Java_high_Java_low_results.csv
69,170,vehicle,high,low,0.735151025052049,Java_high_Java_low_results.csv
69,179,vehicle,high,low,0.769014054661584,Java_high_Java_low_results.csv
69,200,vehicle,high,low,0.8390096491000637,Java_high_Java_low_results.csv
80,27,vehicle,high,low,0.8704194470072852,Java_high_Java_low_results.csv
69,104,vehicle,high,low,0.8386975918088415,Java_high_Java_low_results.csv
69,183,vehicle,high,low,0.7626821886664147,Java_high_Java_low_results.csv
80,29,vehicle,high,low,0.8385989993339588,Java_high_Java_low_results.csv
80,13,vehicle,high,low,0.9308879140208168,Java_high_Java_low_results.csv
80,31,vehicle,high,low,0.8885401224608437,Java_high_Java_low_results.csv
69,99,vehicle,high,low,0.7646687594142307,Java_high_Java_low_results.csv
69,128,vehicle,high,low,0.7438079547877641,Java_high_Java_low_results.csv
80,35,vehicle,high,low,0.9125181544922994,Java_high_Java_low_results.csv
80,37,vehicle,high,low,0.8857262591844162,Java_high_Java_low_results.csv
80,56,vehicle,high,low,0.8792333727688826,Java_high_Java_low_results.csv
80,41,vehicle,high,low,0.8979686341279859,Java_high_Java_low_results.csv
80,21,vehicle,high,low,0.8701149355696376,Java_high_Java_low_results.csv
69,182,vehicle,high,low,0.7981136663831414,Java_high_Java_low_results.csv
80,43,vehicle,high,low,0.8909555803418113,Java_high_Java_low_results.csv
80,65,vehicle,high,low,0.8124602714578805,Java_high_Java_low_results.csv
80,74,vehicle,high,low,0.8574920540594467,Java_high_Java_low_results.csv
80,63,vehicle,high,low,0.8846725971215392,Java_high_Java_low_results.csv
80,60,vehicle,high,low,0.891641612132939,Java_high_Java_low_results.csv
80,78,vehicle,high,low,0.819087755059417,Java_high_Java_low_results.csv
80,79,vehicle,high,low,0.8661715549959978,Java_high_Java_low_results.csv
80,94,vehicle,high,low,0.7897915570694429,Java_high_Java_low_results.csv
80,104,vehicle,high,low,0.8415638286258434,Java_high_Java_low_results.csv
80,114,vehicle,high,low,0.8312095773348229,Java_high_Java_low_results.csv
80,99,vehicle,high,low,0.87962784771014,Java_high_Java_low_results.csv
80,64,vehicle,high,low,0.9129104002628464,Java_high_Java_low_results.csv
80,34,vehicle,high,low,0.875440486018523,Java_high_Java_low_results.csv
80,124,vehicle,high,low,0.8548811035052905,Java_high_Java_low_results.csv
80,139,vehicle,high,low,0.8607420096642644,Java_high_Java_low_results.csv
69,172,vehicle,high,low,0.7432072246004434,Java_high_Java_low_results.csv
80,132,vehicle,high,low,0.8808210743221955,Java_high_Java_low_results.csv
80,126,vehicle,high,low,0.8582458121226598,Java_high_Java_low_results.csv
80,128,vehicle,high,low,0.9265353460855,Java_high_Java_low_results.csv
80,44,vehicle,high,low,0.8684082855336085,Java_high_Java_low_results.csv
80,164,vehicle,high,low,0.8647644837807227,Java_high_Java_low_results.csv
80,170,vehicle,high,low,0.912382336534292,Java_high_Java_low_results.csv
80,180,vehicle,high,low,0.8311571513246322,Java_high_Java_low_results.csv
80,77,vehicle,high,low,0.9262052825191652,Java_high_Java_low_results.csv
80,101,vehicle,high,low,0.9495621878249596,Java_high_Java_low_results.csv
80,183,vehicle,high,low,0.8599513175813126,Java_high_Java_low_results.csv
69,140,vehicle,high,low,0.8048720559108968,Java_high_Java_low_results.csv
80,200,vehicle,high,low,0.8607796769192284,Java_high_Java_low_results.csv
80,179,vehicle,high,low,0.907142967600415,Java_high_Java_low_results.csv
80,182,vehicle,high,low,0.9014922968192672,Java_high_Java_low_results.csv
82,27,vehicle,high,low,0.8851954398808897,Java_high_Java_low_results.csv
69,126,vehicle,high,low,0.7790989156920697,Java_high_Java_low_results.csv
82,10,vehicle,high,low,0.8173044268221055,Java_high_Java_low_results.csv
80,172,vehicle,high,low,0.8363650715307049,Java_high_Java_low_results.csv
80,140,vehicle,high,low,0.8859113619865792,Java_high_Java_low_results.csv
69,13,vehicle,high,low,0.7725082785031835,Java_high_Java_low_results.csv
82,34,vehicle,high,low,0.7909368900387163,Java_high_Java_low_results.csv
80,176,vehicle,high,low,0.8952647367599709,Java_high_Java_low_results.csv
82,31,vehicle,high,low,0.7544395846825928,Java_high_Java_low_results.csv
82,21,vehicle,high,low,0.8023769483337181,Java_high_Java_low_results.csv
82,37,vehicle,high,low,0.7748586567475881,Java_high_Java_low_results.csv
82,35,vehicle,high,low,0.7375617365668447,Java_high_Java_low_results.csv
69,124,vehicle,high,low,0.829908012902829,Java_high_Java_low_results.csv
82,65,vehicle,high,low,0.8795962295285414,Java_high_Java_low_results.csv
82,43,vehicle,high,low,0.7874259327712337,Java_high_Java_low_results.csv
82,29,vehicle,high,low,0.7984512929522647,Java_high_Java_low_results.csv
69,132,vehicle,high,low,0.8093474832519439,Java_high_Java_low_results.csv
82,56,vehicle,high,low,0.7559033259044956,Java_high_Java_low_results.csv
82,63,vehicle,high,low,0.792612787232851,Java_high_Java_low_results.csv
82,78,vehicle,high,low,0.7982899912813013,Java_high_Java_low_results.csv
69,176,vehicle,high,low,0.7013912880338365,Java_high_Java_low_results.csv
82,94,vehicle,high,low,0.8035962529147471,Java_high_Java_low_results.csv
82,114,vehicle,high,low,0.8050732009005018,Java_high_Java_low_results.csv
82,74,vehicle,high,low,0.7932052225400106,Java_high_Java_low_results.csv
82,99,vehicle,high,low,0.7886615422292391,Java_high_Java_low_results.csv
69,77,vehicle,high,low,0.7653160401543271,Java_high_Java_low_results.csv
82,124,vehicle,high,low,0.8049713835180988,Java_high_Java_low_results.csv
82,140,vehicle,high,low,0.786705379819367,Java_high_Java_low_results.csv
82,126,vehicle,high,low,0.7951391343257447,Java_high_Java_low_results.csv
82,132,vehicle,high,low,0.8144947273790034,Java_high_Java_low_results.csv
82,139,vehicle,high,low,0.7639300383628566,Java_high_Java_low_results.csv
82,164,vehicle,high,low,0.7924536461818361,Java_high_Java_low_results.csv
82,180,vehicle,high,low,0.7877708951402888,Java_high_Java_low_results.csv
82,172,vehicle,high,low,0.7585483008840932,Java_high_Java_low_results.csv
86,10,vehicle,high,low,0.8112467496086182,Java_high_Java_low_results.csv
82,179,vehicle,high,low,0.7496575511391738,Java_high_Java_low_results.csv
82,200,vehicle,high,low,0.8283544235949968,Java_high_Java_low_results.csv
82,77,vehicle,high,low,0.7534552888861643,Java_high_Java_low_results.csv
82,176,vehicle,high,low,0.7623251492800155,Java_high_Java_low_results.csv
82,183,vehicle,high,low,0.7881411829892138,Java_high_Java_low_results.csv
82,101,vehicle,high,low,0.8250233913154913,Java_high_Java_low_results.csv
86,27,vehicle,high,low,0.9089737188792686,Java_high_Java_low_results.csv
86,34,vehicle,high,low,0.7684180041890202,Java_high_Java_low_results.csv
86,31,vehicle,high,low,0.7543697963352335,Java_high_Java_low_results.csv
86,37,vehicle,high,low,0.8022991654232386,Java_high_Java_low_results.csv
82,44,vehicle,high,low,0.774650973819411,Java_high_Java_low_results.csv
86,35,vehicle,high,low,0.758496278181677,Java_high_Java_low_results.csv
86,21,vehicle,high,low,0.794358307356166,Java_high_Java_low_results.csv
82,104,vehicle,high,low,0.8501815152944583,Java_high_Java_low_results.csv
82,41,vehicle,high,low,0.7553637281421217,Java_high_Java_low_results.csv
82,60,vehicle,high,low,0.7237184635640348,Java_high_Java_low_results.csv
82,64,vehicle,high,low,0.81729142957513,Java_high_Java_low_results.csv
86,13,vehicle,high,low,0.7827457893251281,Java_high_Java_low_results.csv
86,29,vehicle,high,low,0.8640992665367275,Java_high_Java_low_results.csv
86,78,vehicle,high,low,0.8069587021899006,Java_high_Java_low_results.csv
86,41,vehicle,high,low,0.7184708212864691,Java_high_Java_low_results.csv
82,79,vehicle,high,low,0.7429881186182802,Java_high_Java_low_results.csv
82,182,vehicle,high,low,0.7873633238107444,Java_high_Java_low_results.csv
86,43,vehicle,high,low,0.7812329711045576,Java_high_Java_low_results.csv
86,63,vehicle,high,low,0.7987358284367303,Java_high_Java_low_results.csv
86,44,vehicle,high,low,0.7754121663545305,Java_high_Java_low_results.csv
86,60,vehicle,high,low,0.7483748045895741,Java_high_Java_low_results.csv
86,94,vehicle,high,low,0.8432480268916434,Java_high_Java_low_results.csv
86,114,vehicle,high,low,0.8380011754311026,Java_high_Java_low_results.csv
86,139,vehicle,high,low,0.7624783689469212,Java_high_Java_low_results.csv
86,74,vehicle,high,low,0.8139475316322475,Java_high_Java_low_results.csv
86,124,vehicle,high,low,0.8430269110974814,Java_high_Java_low_results.csv
86,99,vehicle,high,low,0.7427460537851766,Java_high_Java_low_results.csv
86,65,vehicle,high,low,0.9105570899397136,Java_high_Java_low_results.csv
82,170,vehicle,high,low,0.7700377142066542,Java_high_Java_low_results.csv
86,126,vehicle,high,low,0.8196301042758173,Java_high_Java_low_results.csv
82,13,vehicle,high,low,0.7817693268518171,Java_high_Java_low_results.csv
86,140,vehicle,high,low,0.8160962143330528,Java_high_Java_low_results.csv
86,172,vehicle,high,low,0.8012589421216004,Java_high_Java_low_results.csv
86,56,vehicle,high,low,0.7651175851351157,Java_high_Java_low_results.csv
86,170,vehicle,high,low,0.7495804501159976,Java_high_Java_low_results.csv
86,180,vehicle,high,low,0.7920357500858761,Java_high_Java_low_results.csv
86,128,vehicle,high,low,0.7488655986291829,Java_high_Java_low_results.csv
82,128,vehicle,high,low,0.7808912924891843,Java_high_Java_low_results.csv
87,27,vehicle,high,low,0.9002874454564036,Java_high_Java_low_results.csv
86,200,vehicle,high,low,0.8618533742237552,Java_high_Java_low_results.csv
86,179,vehicle,high,low,0.7648388548782451,Java_high_Java_low_results.csv
86,79,vehicle,high,low,0.7440124217227316,Java_high_Java_low_results.csv
86,132,vehicle,high,low,0.8178466067839887,Java_high_Java_low_results.csv
86,183,vehicle,high,low,0.795876247227982,Java_high_Java_low_results.csv
87,10,vehicle,high,low,0.8302367450264831,Java_high_Java_low_results.csv
87,21,vehicle,high,low,0.8052910685156975,Java_high_Java_low_results.csv
86,164,vehicle,high,low,0.8383142584394783,Java_high_Java_low_results.csv
87,34,vehicle,high,low,0.8061941502811589,Java_high_Java_low_results.csv
87,31,vehicle,high,low,0.7421896313002769,Java_high_Java_low_results.csv
87,35,vehicle,high,low,0.7787666331661629,Java_high_Java_low_results.csv
87,56,vehicle,high,low,0.7495096381618164,Java_high_Java_low_results.csv
87,43,vehicle,high,low,0.805793277291109,Java_high_Java_low_results.csv
87,13,vehicle,high,low,0.7971624203382233,Java_high_Java_low_results.csv
87,65,vehicle,high,low,0.9018737530526784,Java_high_Java_low_results.csv
86,104,vehicle,high,low,0.8684251899522625,Java_high_Java_low_results.csv
87,74,vehicle,high,low,0.8057629949168884,Java_high_Java_low_results.csv
87,63,vehicle,high,low,0.7890540230916131,Java_high_Java_low_results.csv
87,78,vehicle,high,low,0.8047202278849063,Java_high_Java_low_results.csv
87,29,vehicle,high,low,0.8073160878388734,Java_high_Java_low_results.csv
87,104,vehicle,high,low,0.8688761146216403,Java_high_Java_low_results.csv
87,79,vehicle,high,low,0.7787064928309501,Java_high_Java_low_results.csv
87,99,vehicle,high,low,0.8066664220975817,Java_high_Java_low_results.csv
87,77,vehicle,high,low,0.7438387062390671,Java_high_Java_low_results.csv
87,64,vehicle,high,low,0.8280078983929401,Java_high_Java_low_results.csv
69,101,vehicle,high,low,0.7991042933270756,Java_high_Java_low_results.csv
87,44,vehicle,high,low,0.7881022449019602,Java_high_Java_low_results.csv
86,77,vehicle,high,low,0.745472934539657,Java_high_Java_low_results.csv
87,139,vehicle,high,low,0.7846151567016739,Java_high_Java_low_results.csv
87,124,vehicle,high,low,0.840293392253194,Java_high_Java_low_results.csv
87,114,vehicle,high,low,0.8145483512143727,Java_high_Java_low_results.csv
87,126,vehicle,high,low,0.8144111844830979,Java_high_Java_low_results.csv
87,94,vehicle,high,low,0.8320759588289534,Java_high_Java_low_results.csv
87,41,vehicle,high,low,0.7258122494259818,Java_high_Java_low_results.csv
86,101,vehicle,high,low,0.7957767643942854,Java_high_Java_low_results.csv
87,132,vehicle,high,low,0.8255710436999103,Java_high_Java_low_results.csv
86,182,vehicle,high,low,0.8109382930973704,Java_high_Java_low_results.csv
118,10,vehicle,high,low,0.7457170377971561,Java_high_Java_low_results.csv
87,172,vehicle,high,low,0.79907102213419,Java_high_Java_low_results.csv
118,27,vehicle,high,low,0.8576352601429973,Java_high_Java_low_results.csv
87,180,vehicle,high,low,0.8179126336585276,Java_high_Java_low_results.csv
87,200,vehicle,high,low,0.8189111911749329,Java_high_Java_low_results.csv
87,37,vehicle,high,low,0.761337704959725,Java_high_Java_low_results.csv
118,29,vehicle,high,low,0.8536387298826985,Java_high_Java_low_results.csv
87,128,vehicle,high,low,0.8158969481444067,Java_high_Java_low_results.csv
86,176,vehicle,high,low,0.727603017435203,Java_high_Java_low_results.csv
118,21,vehicle,high,low,0.8456560206868848,Java_high_Java_low_results.csv
118,34,vehicle,high,low,0.8155757460272138,Java_high_Java_low_results.csv
118,31,vehicle,high,low,0.8262135106141661,Java_high_Java_low_results.csv
87,176,vehicle,high,low,0.7872534313792824,Java_high_Java_low_results.csv
118,37,vehicle,high,low,0.8343166215472829,Java_high_Java_low_results.csv
118,56,vehicle,high,low,0.7991543180405353,Java_high_Java_low_results.csv
118,43,vehicle,high,low,0.8496389040886454,Java_high_Java_low_results.csv
118,44,vehicle,high,low,0.8289787218439495,Java_high_Java_low_results.csv
118,65,vehicle,high,low,0.8178191973188026,Java_high_Java_low_results.csv
118,60,vehicle,high,low,0.8267406378403951,Java_high_Java_low_results.csv
118,74,vehicle,high,low,0.7810353197896434,Java_high_Java_low_results.csv
118,63,vehicle,high,low,0.7875968451733829,Java_high_Java_low_results.csv
118,78,vehicle,high,low,0.7777278967240862,Java_high_Java_low_results.csv
118,94,vehicle,high,low,0.8230345057228067,Java_high_Java_low_results.csv
87,60,vehicle,high,low,0.7738277571021903,Java_high_Java_low_results.csv
