sample_id,length_1,length_2,Shape,Direction,Length,Position,Duration
122,144,146,0.8659643358400296,0.8060052292380839,0.871510701840723,0.781954920044865,0.8437870591749417
123,273,101,0.864524490654285,0.7604974182349746,0.8549123167488553,0.7279617786323423,0.8502531146643495
124,294,215,0.88425017571812,0.7885039599550784,0.886887903778741,0.7630916429578596,0.8244814461558325
125,177,102,0.869599312904039,0.7591384907322855,0.8685692633288657,0.7500832310737288,0.8753949785924044
126,456,824,0.8792363520428536,0.772031858507137,0.860360404066319,0.7698277429068929,0.8265071410796211
127,319,547,0.8798916207794203,0.777778507874897,0.8764512394449233,0.7834421972621418,0.8460775763612055
128,36,617,0.8511667711512003,0.5203315311109151,0.767417476604875,0.6702837965420956,0.7964987344990628
129,323,211,0.8705480547333859,0.7755337268327236,0.8787384242180903,0.7840811445216558,0.8160264342891846
130,442,97,0.8686063155000512,0.642526623273325,0.8375279653444425,0.7118615060175117,0.7802707281517401
131,1640,291,0.8582492568241431,0.6367754543108315,0.7897359871182612,0.6996057214954718,0.8191681554459167
132,510,108,0.8610591339669974,0.5904144156223816,0.8084905949733987,0.7265219869353154,0.8237094291364289
133,694,56,0.8577129998533567,0.5385011236103803,0.8073079356690357,0.7390060451799977,0.822413342068745
134,153,229,0.8739065212367643,0.8008601813568074,0.8864816231541821,0.7535227800899376,0.838708114579598
135,225,311,0.8834090980126603,0.7905501479525812,0.8865130322420376,0.7657279032414108,0.8265495008284178
136,426,1189,0.8731234116683709,0.7262595624937862,0.8586794849250688,0.7469396301808928,0.8406182165833593
137,496,402,0.8788591913375446,0.7803823333831144,0.880655338022775,0.7598109887681264,0.8339309099112429
138,869,161,0.8612282752115182,0.6491334473780201,0.8140535431314945,0.7148276293306182,0.8363504631325316
139,223,283,0.8729649171117321,0.7772349857296498,0.8816025396831245,0.7764827466885473,0.8365431179394229
140,227,336,0.8780848262435094,0.7946606527905573,0.8781407870870694,0.7658720923229714,0.8163276541347555
141,238,25,0.8579896340554679,0.54924297079434,0.8130384572277396,0.7084196121028183,0.7432243902318008
142,91,171,0.8704366116712522,0.7581887023704318,0.8779255536020686,0.7505174813955839,0.8487444070667486
143,167,136,0.8797069151140668,0.7778725247637794,0.8750838799968783,0.801091495905603,0.8333364708021481
144,98,340,0.8640728528867421,0.6745890808122159,0.8168293687768197,0.7087636317441118,0.8592028603289502
145,63,303,0.8559723591441999,0.6292328788153921,0.832895818578449,0.7335878574060326,0.8524313143580261
146,300,254,0.8695409773154418,0.8041621433506105,0.8657981275434828,0.7764634909616266,0.8330186231073972
147,137,274,0.8844163685452157,0.7825238344193933,0.8624640123653503,0.7508159314474883,0.8502725994434223
148,182,43,0.8643951781841956,0.6968632848773347,0.8535039784710817,0.7319348792035738,0.8168882173819747
149,162,177,0.8760721954688125,0.8254301384427822,0.8666129472861849,0.766604770782861,0.814917728332261
150,469,338,0.8768878304260674,0.8041843601062074,0.8791831173504656,0.7843765414097438,0.8338890541243029
151,36,299,0.8554049740625821,0.5861083323831943,0.7791027454802393,0.6962189873228012,0.7495366771747629
152,653,331,0.8765041992962044,0.7379221885559704,0.8662789806774416,0.7550152652545893,0.8355386234905597
153,410,152,0.8705956112160614,0.7086872011300176,0.8514242405336668,0.7389307156514282,0.8229755364191838
154,364,213,0.8750007764573721,0.7767797141042186,0.8670318214948345,0.7672871541603739,0.8371026622957343
155,313,349,0.8833240066736663,0.8108277014505019,0.8820742512872681,0.7677143088471494,0.8401029777275419
156,87,328,0.8691150710748723,0.6682410753030551,0.8376874141296455,0.7467127086042096,0.8429053766330548
157,168,346,0.8740852933722307,0.740095336353717,0.856897729502246,0.7768376971080977,0.8276993571977311
158,308,200,0.8778192446197784,0.8000191409088143,0.8675390229381517,0.7698929258817285,0.8323597024510971
159,965,118,0.8568915880806625,0.5700456560475371,0.7920754291849723,0.7311450224944431,0.8374061725524676
160,163,210,0.8692645076300185,0.8008507921834473,0.8706516059174776,0.7829885660810054,0.8439377503166661
161,547,269,0.881389588118821,0.761468114461077,0.8717521257197933,0.7818183178197159,0.8418913029227629
162,134,330,0.8614503315626431,0.7544611107841218,0.8508049961461029,0.733885651950883,0.8294165158177453
163,890,268,0.8720060644370372,0.7108731293205492,0.8459921428452413,0.7512444867755337,0.8379546401422004
164,103,264,0.8706654908090016,0.7224058414977467,0.8531707618942441,0.7845117453066186,0.8509982487715997
165,286,338,0.8758261540635163,0.7926280151272597,0.8723238053518392,0.7704915514901991,0.8455535673998738
166,86,572,0.8576612830713276,0.6338750154731274,0.8142183373500342,0.7016566757789973,0.8593550751926327
167,464,173,0.8788769951237687,0.7047700636307781,0.8632987761771179,0.7523916129280136,0.8497014792720838
168,228,108,0.8767416247084373,0.782445272806771,0.8709543721280872,0.7543356281581086,0.8388526247913178
169,830,1114,0.8828529787615021,0.8061776421383211,0.8743389154398401,0.785895362299483,0.8279748145086688
170,236,186,0.8735536575409552,0.7817674084199955,0.8727373042224804,0.7845519723633629,0.8609631078757829
171,71,490,0.8572769886887909,0.5906640687357048,0.8155994871734354,0.7173410084660026,0.838751372001265
172,454,452,0.8794497672856934,0.815153520678087,0.8868716118123235,0.789340782686955,0.844886629499118
173,94,296,0.8800756377484763,0.7175666279913853,0.8622370985626013,0.7536654179824278,0.8352372821878747
174,233,176,0.8716199677625442,0.7789921977433336,0.8847433989400811,0.7558684206007982,0.8356147943360301
175,116,412,0.8669829171161947,0.70161657858318,0.8351291630335477,0.7447015733516633,0.8332345039537282
176,281,292,0.8719113473663634,0.7735152251258597,0.8729343534301973,0.7866062483630378,0.8346263760137765
177,101,978,0.8475996246586469,0.5675775373015856,0.7460971880005918,0.6904006059951007,0.8433279839476255
178,701,163,0.8669120866365552,0.6731507228680473,0.8093866603952746,0.7342613166087255,0.8409858926206293
179,391,330,0.8767363115371373,0.8050563873058892,0.8781364653884063,0.776041205700926,0.838572978029488
180,201,189,0.86929569180314,0.7631884476639152,0.8786894564353479,0.7528475562206989,0.8202251368675306
181,205,157,0.8767547226660121,0.76733076701316,0.8859779828479994,0.7697431109411079,0.8325693406932309
182,294,507,0.8734453227420168,0.7766187244960416,0.8697996277998115,0.7597290075473746,0.8217997153912302
183,233,198,0.8817218643443039,0.822015039017713,0.8632667209367336,0.7932401362528785,0.840309932560249
184,358,136,0.8673935571263753,0.6937462659628177,0.8645307852446863,0.7109650153780036,0.8411859556457174
185,170,27,0.8514917945107265,0.5821498195938819,0.8816315626523203,0.6463277723306737,0.8278826979247138
186,54,816,0.8502956125287653,0.5380018523680639,0.7940466233330831,0.7485978216635772,0.8546466808866346
187,239,642,0.8709690651624346,0.7147898283618468,0.8529992881850404,0.7587051968324692,0.8272790064688083
188,886,194,0.8673274700654707,0.659060790142953,0.8280286732635886,0.7202073213542246,0.832155142981839
189,499,123,0.8595856461921881,0.678975225421507,0.8177437086272412,0.722793272265082,0.8359638514621289
190,419,328,0.8787257047666741,0.8065574535950409,0.881302536111707,0.7862814238440711,0.8468265755914053
191,763,335,0.8777792215820699,0.7371637155376332,0.8739268355570828,0.7658526422617187,0.8307219195766491
192,97,188,0.8697329699468002,0.7814393554589043,0.8610279892436249,0.7466260871252631,0.8276817379068293
193,387,185,0.8685558004330901,0.7394710360487164,0.8695012301490478,0.7424752791509794,0.8515469815899115
194,151,424,0.8789645483816699,0.7332005318074866,0.844258975046211,0.7316059490510058,0.8217288128735352
195,452,468,0.8777599878743985,0.8048678945558057,0.8761991402090057,0.7931946867259076,0.8418343929861776
196,157,186,0.8763526535627519,0.7688511246523213,0.8796514695372735,0.7631869516335368,0.8387352250727349
197,122,67,0.8804634955582789,0.7536221310048353,0.8860066396117184,0.7519963178795106,0.841328613368986
198,112,112,0.8891671438056606,0.7954937686653779,0.8761531011436292,0.7497547446634028,0.8358112112100845
199,352,133,0.8620357059961268,0.6959534619776124,0.8515687289647366,0.7689978560620074,0.8298195248415765
200,236,155,0.8729433590109892,0.7710357226207234,0.8728389987262113,0.7794380058833799,0.8431992824478594
201,91,224,0.8699383046088964,0.7288149611121773,0.8704711128076847,0.7525581236200917,0.8688970049074035
202,267,531,0.8769129591813808,0.7678670066248714,0.8679601483240984,0.7654295410956975,0.8443980530485845
203,88,448,0.8569437055378051,0.6646086347546032,0.8126472144255382,0.7238300581185969,0.841567313655047
204,251,735,0.871876034880097,0.7176505542821,0.8510198665471742,0.7634485091406338,0.8349471074078216
205,156,435,0.8685557405875448,0.7169763612788354,0.8314562881602492,0.7656703336298512,0.8269395419889791
206,57,215,0.8693917475144334,0.6657635862705732,0.8776211180795125,0.7332488848266798,0.8304274506499469
207,84,334,0.8647316957856983,0.6595118296290359,0.8135798611252375,0.7672382403318609,0.8352216339831289
208,158,110,0.8788874391345001,0.7634612698665528,0.882810693053789,0.7554553110830964,0.8390545878675342
209,140,158,0.872782335561795,0.8022712841274984,0.8855893857507201,0.7668268583617268,0.8361820455473291
210,201,54,0.8592879174210016,0.6805007688129323,0.8604822922356351,0.691392154123716,0.8548142409349069
211,127,260,0.8813212773643302,0.7653082772609296,0.8820650156043586,0.780069173323565,0.8341638632711761
212,945,160,0.8628317711951212,0.6284984844678794,0.8232289327765605,0.7088598697219293,0.8352291208378262
213,311,114,0.8601140577301586,0.722494796063055,0.8590124882947366,0.7282187172598826,0.8434366473968682
214,104,122,0.8876076582717071,0.8235753350535456,0.8967975307781672,0.7940575361226642,0.8524774195326346
215,309,92,0.8715716073644106,0.672232350488841,0.8283107052587493,0.7444132769172067,0.7941385076351064
216,634,156,0.860743857799847,0.6687133758156703,0.809336414818029,0.7329215786872278,0.8118390179620718
217,236,240,0.8815978168317126,0.7949474956328326,0.8768778884373747,0.7704914415972495,0.8316713346655603
218,198,561,0.8715384156338291,0.7318608812919614,0.8604214813424435,0.7451930316176054,0.8177324966230464
219,367,351,0.8834049561725799,0.8031884863342215,0.8808873763007371,0.7681925280572115,0.8480762286860645
220,59,387,0.8550808930897285,0.5824309166465141,0.8188373767290237,0.7363013400009476,0.8481197342630565
221,589,235,0.8742194144527308,0.7303366767768666,0.8506548711836577,0.7475083706711143,0.8376859151607053
222,668,513,0.8820313057270781,0.817415748504467,0.8845112077094625,0.7743778080737032,0.831231433552961
223,501,98,0.8547766932288744,0.6552871676307919,0.8412979311030254,0.7294043495195541,0.8247552744845643
224,386,951,0.8792514267469334,0.7401069981856059,0.8640591452818247,0.7456104921291365,0.8350568457660411
225,297,186,0.8845048959682621,0.7793198492740114,0.8795490165491673,0.7794937830027783,0.8508880352515211
226,110,105,0.8696068274863913,0.7920672423405917,0.8729267155020612,0.7469309169030562,0.82158453781492
227,154,516,0.8676611492952785,0.6526685349582415,0.822796116900096,0.7373331851639074,0.8404408647004772
228,287,198,0.8831249472937979,0.7895989955321996,0.8737315654326818,0.7698449928276132,0.8300680372109629
229,245,582,0.8749416582975912,0.7394838321507892,0.878863133747721,0.7474276233944974,0.8311625935165117
230,412,286,0.8831299853613331,0.7957276897340514,0.8563551582450104,0.7717080327739664,0.8338603765821869
231,281,88,0.8765771033481051,0.7178147936064523,0.8578549234557895,0.7547716433726309,0.8248126095262074
232,207,267,0.8818521643565593,0.7927005647548072,0.8776688816029945,0.7871913742528207,0.8402087596064237
233,153,223,0.8812959412518714,0.7778364504686428,0.8840550765645407,0.7803906240217355,0.8453955872291774
234,576,395,0.8797432247925208,0.7922012617692684,0.8873873675128663,0.7682126822759434,0.8385044289398371
235,110,565,0.8620092250243091,0.6518911870268783,0.8331414155332335,0.7441170428274287,0.7982426469201662
236,588,384,0.877828289439339,0.7797290405892512,0.8863545087346164,0.7694148065978176,0.8329869208814594
237,336,188,0.8861158022600801,0.7685512909219654,0.8778511453588244,0.7766440064086556,0.8262302674794694
238,94,192,0.8821218905342136,0.7252057113265589,0.9097513786925302,0.765122633718984,0.8376995983042825
239,214,342,0.8701558637271894,0.7782930782989956,0.8643433385352024,0.7754890497230786,0.8454324856005389
240,274,185,0.8806169459594869,0.7900212437555443,0.8828187363516848,0.7692713061883801,0.8177767095861992
241,415,1828,0.8667291037566972,0.6601683239147463,0.8287878085307994,0.7308268118959346,0.8298597522741488
242,413,280,0.8731295896239053,0.777359376473199,0.8745421969832237,0.781969551932758,0.8297664926325178
243,135,299,0.8684128398876412,0.7718560029059316,0.8846347624425287,0.766784355217675,0.838184988906053
244,236,218,0.8814931839812709,0.7891054579609846,0.8888241562792252,0.776750658234036,0.8249219201910085
245,249,517,0.8778234970406253,0.7579083793573127,0.8749368725873363,0.7543369267102542,0.8408608530103507
246,139,411,0.8613287350354206,0.6911743282531402,0.863295314996144,0.757396378148533,0.8512944120680462
247,442,208,0.8729049929552818,0.7626491721651173,0.8595159418878907,0.753726596712115,0.8368588470237115
248,106,210,0.8771238513836459,0.757016190328821,0.8797587073037064,0.7597688614471637,0.8384103469339488
249,135,279,0.8647169963401512,0.7603005341995185,0.8675078405048724,0.7802150211810869,0.8150527756119369
250,226,285,0.8689691552055465,0.8013470674498002,0.8840468613156353,0.7684518745001203,0.8442965106892671
251,344,112,0.87058785077614,0.6826716848323557,0.8337878217259266,0.7110417787247791,0.8314868389055441
252,66,79,0.8766992298365313,0.8081893670976326,0.8509885293549422,0.7670026004425632,0.8363819409420997
253,685,147,0.8632556540382246,0.6335111895605028,0.8124166842536538,0.7458903494675584,0.8619637799932061
254,202,97,0.8821488304674093,0.7518021888627631,0.8831181665508184,0.7379061421590641,0.8327999739447552
255,48,85,0.8769297894044809,0.7758743963406219,0.8678889505564628,0.7635101830248281,0.829769453625657
256,403,99,0.868089923711322,0.6779023112552715,0.822834932265907,0.7193128566466139,0.8076357502145888
257,120,155,0.8908192645997629,0.8047946590127222,0.8882862314383608,0.7671450245207357,0.839075723187487
258,165,303,0.8698852967191995,0.7646984635629341,0.8502893350559697,0.7478705139163324,0.8244781156380673
259,403,435,0.880626957449675,0.8025791752489506,0.8853444448934279,0.7750261178490614,0.8346150904528086
260,267,219,0.8858273445592896,0.8075261944257281,0.8870371971703648,0.784229992213225,0.8487789402406452
261,26,671,0.8451195549821094,0.517024750508368,0.7480712764333718,0.7542460062591054,0.8377524694846317
262,375,567,0.8796350531486266,0.7754378434399085,0.8807358511633336,0.7767019895514828,0.8405951223717185
263,80,551,0.8516938271989654,0.5509103984761365,0.7859399107248253,0.7135108400957779,0.8276690237916013
264,215,218,0.8817959619444824,0.8012919261799266,0.8864770573106072,0.7776652437781248,0.8248919678621385
265,503,88,0.8636926782368866,0.6429606377960746,0.8121008288042444,0.7537872092056879,0.8208239940102122
266,1375,330,0.869735593591691,0.6431677968180496,0.8276107008169162,0.7388973824004729,0.8166407201188379
267,529,302,0.8804974431202417,0.7777795479382796,0.8708266274923315,0.758201259809649,0.8351224450986527
268,96,164,0.871650004904154,0.7867600398218413,0.8807999515507682,0.7917204076344047,0.8257620995273083
269,121,257,0.8739201219339165,0.7473696260780166,0.8741524267342164,0.7799843802034822,0.8495668295821449
270,56,243,0.865387960975105,0.6698460692121363,0.8027689297777822,0.7498519923770783,0.8201760149969147
271,132,129,0.8778253290637313,0.8055825397066363,0.8719548643189354,0.7778176175721936,0.8428552687850331
272,906,386,0.875790150591439,0.7348808487362354,0.8551163567513579,0.7704683439337721,0.8361474674600655
273,313,394,0.884595112422543,0.8169025950336563,0.8868060925870667,0.7743067907677946,0.832643951296963
274,205,502,0.8628767873580869,0.7188609431738364,0.8647311056022238,0.7342958862182252,0.844146257703247
275,90,270,0.8645766838875849,0.7027546739712898,0.8508717119149305,0.7382995044148444,0.8502400962858847
276,182,385,0.8734073567777061,0.7584173714121422,0.8780585347682425,0.76806607595344,0.8459526701298327
